#Mutants MFPT			Stderr_MFPT	  	Avg_Hydrophobicity
WT	 48.8329166666667	0.367134899534606	0.093
S105	 43.7669047619048	0.380859160669937	0.087
JJD246	 54.0210526315789	0.592242950869102	0.337
JJD248	 41.0086776859504	0.413171876438951	0.206
JJD251	 25.8880208333333	0.317317227993665	0.509
JJD253	 26.1857941834452	0.337510624747037	0.362
JJD404	 15.1790229885058	0.279638759117475	0.131
JJD405	 17.1327683615819	0.210549527838523	0.085
JJD411	 161.758974358974	5.03175244505473	-0.163
JJD413	 21.317194092827	0.236413702204272	-0.023
JJD414	 29.9639846743295	0.376757084271241	0.181
JJD415	 29.1110441767068	0.392893176597998	0.260
JJD426	 140.257833333333	3.26599963936012	0.009
JJD428	 80.3106606606606	1.05395180670494	0.051
JJD432	 92.7407828282828	0.906550910044074	-0.054
JJD434	 76.0907051282051	0.91859783346698	0.209
JJD436	 85.9926328502415	1.05593696939149	0.194
